# Chinese → Japanese learner glosses
# Source: lxl66566/Japanese-Chinese-thesaurus final.json
# Upstream: https://github.com/lxl66566/Japanese-Chinese-thesaurus
# License: The Unlicense
# Method: invert concise Chinese gloss segments and intersect bundled Moran dictionaries
# Format: Chinese<TAB>Japanese; multiple Japanese forms use ・
# Generated: 2026-08-28
啊	おお・やあ
生涯	生涯
生意	商い・商売
生意人	商人
生硬的	ぎこちない
生鱼	生魚
生鱼片	刺身
生育	生育・産む/生む
声调	アクセント
声明	コメント・公言
声响	物音
声音	声・物音
声优	声優
声誉	ネームバリュー
绳索	ロープ・綱
绳子	ロープ・縄
省	省く
省略	省く
省亲	帰省
圣诞节	クリスマス
胜败	勝敗
胜出	追い抜く
胜负	勝ち負け・勝負
胜过	勝る・圧倒
胜利	勝ち・勝つ
胜任	勤まる/務まる
盛况	盛況
盛气凌人	高飛車
盛赞	褒め称える
盛装	着飾る
剩下	余り・余る
剩余	余り・余分
失败	しくじる・不調
失常	狂う
失敬	失礼
失礼	失礼
失礼了	失礼しました
失去知觉	無意識
失望	がっかり・げっそり
失物	落とし物
失误	ミス・落ち度
失效	無効
失业者	失業者
失意	フラストレーション
失踪	蒸発
师从	就く
诗集	詩集
施	施す
施加压力	突き上げる
施行	実施する
施展	発揮
湿的	ウエット
湿度	湿度
湿巾	おしぼり
湿淋淋	しっぽり
湿漉漉	しっぽり
湿润	しっとり・じめじめ
湿透	ぐっしょり・びしょ濡れ
湿纸巾	ウェットティッシュ
十	十
十分	誠に
十分满足	堪能
十个	10つ
十万火急	大至急
十字路口	四つ角
石板路	石畳
石块	石
石墙	石垣
石头	石
石油	オイル・石油
石垣	石垣
时	折
时差	時差
时常	ちょいちょい・ちょくちょく
时光	光陰・時
时光流逝	明け暮れる
时候	ころ・タイミング
时机	タイミング・時機
时间	タイム・年月
时间段	期間
时间就是金钱	時は金なり
时间流逝	経過
时节	時節・節
时刻	時刻
时刻表	時刻表
时令	時節
时髦	はやる・流行
时髦的	シック
时期	ころ・時期
时尚	お洒落・ファッション
时速	時速
时隐时现	ちらちら
时装	ファッション
时装店	ブティック
实话	実話
实际	実際・現に
实际上	実際に
实际生活	実生活
实际业务	実務
实际应用	実用化
实价	正味
实力	勢力・実力
实情	実情・真相
实事求是	ありのまま
实习	インターンシップ
实现	やり遂げる・実を結ぶ
实行	実施・施行
实验	実験
实用	実用
实用的	重宝
实在	いかにも・どうにも
实在是	本当に
实质	正味
拾	拾います
食管	食道
食粮	食糧
食品	食品・食料
食谱	レシピ・献立
食肉	肉食
食物	食べ物・食料
食物中毒	食中毒
食盐	塩・食塩
食欲	食欲
食指	人差し指
史实	史実
使恶化	拗らせる
使烦恼	苦しめる
使服从	服する
使坏	意地悪
使劲	ぐいぐい
使劲地	ごしごし
使劲儿	ぐんぐん
使命	使命
使痛苦	痛める・苦しめる
使习惯	慣らす
使兴奋	刺激
使用	使います・行使
使用方法	用法
使用费	使用料
始发站	始発駅
始终	あくまで・いつまでも
始终如一	一貫
始祖	ルーツ
士兵	兵
世代	世代
世纪	世紀
世间	世の中
世界	世界
世界杯	ワールドカップ
世界贸易组织	世界貿易機関
世人	世間
世上	世間
市	市・市町村
市场	マーケット
市场情况	景気
市场占有率	シェア
市街	市街
市民	市民
市内	市内
市长	市長
市政府	市役所
式	式
事故	トラブル・事故
事后	後日
事件	件・出来事
事理	東西
事例	ケース
事前	事前
事情	事・事態
事实	まこと・事実
事态	事態・事柄
事务	ビジネス・事務
事物	物事
事物本身	そのもの
事先	かねて・予め
事项	事項
事业	事業
事已至此	今更
势均力敌	負けず劣らず
势力	勢い・勢力
势力范围	地盤・縄張り
视察	視察
视野	視野
试探	手探り・打診
试图	企てる
试行	トライアル
试验	実験・試す
试运行	トライアル
试着	試しに
试制	試作します
饰品	アクセサリー・飾り
室内	室内
室内温度	室温
室町时代	室町
室外	室外・屋外
拭	拭く
是	ええ・はい
是啊	そうだなあ・それはもう
是的	そう
是非曲直	白黒
是吗	そうですか
是嘛	ふうん
是那样的	そのとおりです
是是	はいはい
是呀	そうですね・それはもう
是这样	そのとおりです
适当	適切・適宜
适当的	いい加減・しかるべき
适度	大概・適度
适合	合います・向く
适宜	相応・適宜
适应	慣れる・順応
适用	当てはまる・当てはめる
适于	適する
适中	手頃
嗜好	嗜む・嗜好
收藏	コレクション
收存	預かります
收购	買い入れる
收回	取り戻す・回収
收获	上がり・収穫
收集	コレクション・集めます
收进	入れる
收据	レシート・受け取り
收看	視聴
收款台	レジ/レジスター
收纳	収まる
收入	収入・所得
收拾	後始末・後片づけ
收拾整齐	片付く
收视率	視聴率
收养	引き取る
收益	上がり・果実
收音机	ラジオ
收银台	レジ
收银员	レジ・レジ/レジスター
收支	出入り・収支
手	手
手包	ハンドバック
手臂	腕
手边	手元・手近
手柄	レバー・取っ手
手册	ハンドブック
手抄	手書き
手的动作	手ぶり
手电筒	懐中電灯
手段	メディア・具
手法	仕掛け・手口
手感	手ごたえ・手触り
手机	携帯電話
手绢	ハンカチ
手帕	ハンカチ
手势	手ぶり
手术	手術
手术刀	メス
手套	手袋
手提包	ハンドバッグ・バッグ
手提袋	手提げ
手头	手元
手腕	手・手際
手续	手続き・筋道
手续费	手数料
手艺	手芸・腕前
手艺人	職人手艺人
手语	手話
手掌	手のひら
手掌心	掌
守卫	守る
首班车	始発
首都	都・首都
首都地区	首都圏
首都圈	首都圏
首肯	うなずく・頷く
首领	キャプテン・頭
首脑	頭脳
首屈一指	随一
首尾	つじつま
首位	トップ
首先	まず・真っ先
首相	総理大臣
寿命	寿命
寿司	SUSHI・寿司/鮨
寿司卷	巻き寿司
受	与る
受不了	かなわない・閉口
受潮	湿気る
受创	傷つく
受挫	つまずく・フラストレーション
受到	受けます・受ける
受到鼓舞	力づく
受到影响	釣られる
受害	被害
受欢迎	ブレーク・人気
受欢迎的	ポピュラー
受夹板气	板挟み
受理	受け付ける
受骗	引っ掛かる
受人瞩目	脚光
受伤	傷付く・怪我
受伤的人	けが人・負傷者
受束缚	窮屈
受损	傷つく
受限制	捕らわれる
受灾	被害
受灾区	被災地
售后服务	アフターケア・アフターサービス
售货处	売り場
售货员	店員
售卖	売る
售罄	品切れ・売り切れ
售完	売り切れ
授课	授業・講義
授予	授ける・授与
书	本
书店	本屋
书法	書道
书籍	書物・書籍
书面	書面
书皮	表紙
书写	書きます
书信	書面
叔叔	おじさん
疏忽	不行き届き・怠る
疏远	遠ざかる・遠ざける
舒畅	すっきり・ゆったり
舒服	ぽかぽか
舒适	快適・楽
舒适的	アットホーム
输	負けます
输出	輸出
输入	輸入します
输赢	勝ち負け
蔬菜汁	ジュース
熟练	達者
熟练掌握	使いこなす
熟人	知人
熟睡	ぐっすり・寝入る
熟悉	嗜む・熟知
熟悉的	親しい
熟语	慣用句
属于	属する
暑气	暑さ
署名	サイン・署名
鼠标	マウス
束	束・束ねる
束缚	拘束
束手无策	辟易
树	ツリー・木
树干	幹
树林	林
树木繁茂	こんもり
树皮	樹皮
树叶	木の葉
竖	立てる・縦
数据	データ
数据覆盖	上書き
数量	分量・数
数量增多	嵩む
数码	デジタル
数码生活	デジタルライフ
数码相机	デジタルカメラ
数码音响	デジタルオーディオ
数目	数
数完	数え上げる
数一数二	屈指
数值	数値
数字	デジタル・ナンバー
漱	うがい
漱口	濯ぐ
刷	磨く
刷新	更新
刷子	ブラシ
耍花招	細工
耍滑头	横着
衰败	朽ちる・没落
衰老	老いる・老ける
衰落	廃れる・衰退
衰弱	弱まる・衰退
衰退	減退
衰亡	朽ちる
摔倒	つまずく・転びます
甩	振る
甩开	突き放す
帅气	かっこいい
拴	つなぐ・繋ぐ
拴上	結び付ける
涮	濯ぐ
涮锅	しゃぶやぶ
双方	両方
双亲	両親・親
双人间	ツインルーム
双手	両手
双腿	両足
霜	霜
爽快	さらりと・てきぱき
爽快的	心地よい・朗らか
爽朗的	爽やか・陽気
爽气	すっきり
水泵	ポンプ
水彩	絵の具
水槽	水槽
水产	水産
水产业	漁業
水池	池
水滴	滴
水分	水分
水垢	垢
水果	フルーツ・果物
水果刀	ナイフ
水果店	八百屋
水坑	水溜り
水库	ダム
水利局	水道局
水平	レベル・水準
水平低	下手
水上	水上
水田	田／田んぼ
水土	風土
水乡	水郷
水源	水源
水灾	水害
水蒸气	湯気・蒸気
水质	水質
水珠	滴
水准	レベル
税金	税金
睡觉	寝ます・睡眠
睡懒觉	朝寝坊
睡醒	目覚める
睡一会儿	一眠り
睡着	寝入る
吮吸	吸い取る
顺	沿う
顺便	ちなみに・ついで
顺便到	立ち寄る
顺便说一句	それはそうと
顺利	すらすら・どんどん
顺利地	すらりと
顺利的	なだらか・めでたい
顺路去	寄る
顺手	ついでに
顺顺当当	とんとん拍子
顺序	ランク・段取り
说	しゃべる・申します
说不定	ことによると・ひょっとしたら
说出	吐く
说出口	言い出す
说到	言及
说得起劲	話し込む
说法	言葉・言葉遣い
说服	説得
说胡话	口走る
说话	話・話す
说话声	話し声
说谎	偽る・嘘つき
说教	説教
说漏嘴	口走る
说明	弁明・解釈
说起来	そういえば・言わば
说三道四	云々
说长道短	云々
说这说那	どうのこうの
说真的	実は
硕士	修士
丝	糸・絹
丝绸	シルク・絹
丝带	リボン
丝毫	てんで・なんら
丝线	糸
司法	司法
司仪	議長
私立	私立
私人	個人
私人经营	自営業
私人汽车	自家用車
私生活	プライバシー
私心	私情
私自	無断
思考	巡らす・思う
思虑	慮る
思慕	慕う
思念	思う・郷愁
思索	考える
思乡	ホームシック
思想准备	心構え・覚悟
撕	ちぎる・毟る
撕毁	破棄
撕开	裂く
撕破	破れる
撕碎	ちぎる
撕下	捲る
死板	窮屈
死板的	硬い
死机	フリーズ
死脑筋	石頭
死去	亡くす
死人	死者
死亡	亡くなる・果てる
死心	あきらめる・諦め
死心眼儿	生真面目
死者	死者
四	四
四处奔走	走り回る
四方	四方
四个	4つ・四つ
四合院	四合院
四季	四季
四角形	四角
四舍五入	四捨五入
四岁	四つ
四下张望	見回す
似乎	どうやら
寺庙	寺・［お］寺
寺院	寺・寺院
饲养	飼う
松弛	リラックスする・弛む
松开	離す
松林	松林
松蘑	松茸
松气	ほっと
松茸	松茸
松懈	弛み・弛む
怂恿	煽てる
耸立	聳える
诵	口ずさむ・唱える
送	あげます・配達
送别	見送る
送别会	送別会
送达	届く
送到	届きます・届ける
送给	届ける
送回	返す
送来	到来・寄越す
送去	届けます
送行	送別
搜查	捜査
搜集	収集
搜索	探す
搜索活动	捜索活動
搜寻	捜索
苏醒	蘇る
苏醒过来	気づく
苏州	蘇州
俗语	諺
夙愿	念
诉说	訴える
素材	素材
素描	デッサン
素养	教養
素质	体質
速度	速度
速写	写生
宿舍	宿舎・寮
宿舍长	寮長
塑胶	プラスチック
塑料	プラスチック
塑料薄膜	ビニール
塑料袋	レジ袋
酸的	すっぱい・酸っぱい
酸奶	ヨーグルト
算不了什么	何でもない
算卦	占う
算了	遠慮しておきます
算盘	そろばん
算式	式
算数	算数
虽说如此	とはいえ
随笔	エッセイ・随筆
随便	やたら・勝手
随后	のちほど・後ほど
随机应变	融通
随身物品	持ち物
随时	いつでも
随随便便	無造作
随意	任意・気まま
岁数	年
岁月	光陰・年月
碎花	小柄
碎片	切れ
隧道	トンネル
隧洞	トンネル
孙女	孫
孙子	孫
损害	害・害する
损耗	ロス
损坏	傷む・損なう
损毁	擂り潰す
损伤	傷み
损失	打撃・損失
缩短	圧縮
缩减	引き締める・縮小
缩小	縮まる・縮む
所持	所持
所到之处	先々
所得	収入
所以	したがって・そこで
所有	悉く・所持
所有物	持ち物
所有者	オーナー・持ち主
所在	所在
所在地	所在
所长	所長
索赔	クレーム
索取	取り立てる・請求
琐碎	細かい
锁	ロック
锁门	戸締り
他	あの人・彼
他们	彼ら
他人	他人
他乡	異郷
她	あの人・彼女
塌	引っ込む
塌方	崖崩れ
塔	タワー
拓宽	広がります
拓也	拓也
踏	踏まえる・踏みます
踏步	足踏み
踏实	地道・堅実
踏实的	手堅い
踏踏实实地	じっくり
台布	テーブルクロス
台灯	スタンド
台风	ハリケーン・台風
台球	ビリヤード
台数	台数
台湾	台湾
抬杠	突っかかる
抬高	上げる・引き上げる
抬起	仰向ける
太	あんまり
太棒了	やった
太好了	やった・よかった
太空食品	宇宙食
太平洋	太平洋
太太	奥さん・奥様
太阳	太陽・日
太阳地儿	日向
太阳镜	サングラス
态度	姿勢・態度
泰斗	大御所・大所
贪得无厌	欲張り・欲張る
贪婪	欲張る・貪る
贪恋	執着
贪念	欲張り
贪图	貪る
贪污	横領
贪心	欲・欲張り
贪欲	欲・欲張り
瘫痪	麻痺
坛	つぼ
谈	語る
谈话	トーク・話し合う
谈话对象	話し相手
谈及	持ち出す
谈论	話す
谈妥	纏まる・纏める
潭	淵
忐忑不安	どきどき
坦白	告白・白状
坦率	淡泊
毯子	毛布
叹气	ため息・嘆く
叹息	嘆く
探出	突き出す
探求	究める/窮める
探索	探究
探讨	検討
探望	見舞い
探险旅游	ミステリーツアー
探寻	探る
汤	スープ・汁
汤匙	れんげ・スプーン
汤汁	汁
唐朝	唐
唐代	唐
堂堂正正	堂々
糖	あめ・砂糖
糖尿病	糖尿病
糖水	蜜
躺卧	横たわる
躺下	伏せる
烫	茹でる
逃避	逃げる・逃れる
逃难	避難
逃跑	逃げる・逃げ出す
逃脱	逃れる
逃亡	脱出
逃走	逃げ出す
桃红色	ピンク
桃子	桃
陶瓷器	陶器
陶器	陶器
陶醉	うっとり・とろける
淘	研ぐ
讨伐	討つ
讨好	愛嬌
讨论	問答・討議
讨论会	シンポジウム
讨人嫌	嫌がらせ
讨厌	嫌い［な］・嫌がる
讨厌的	疎ましい
套子	カバー
特别	いやに・とりわけ
特别技能	特技
特别提及	取り立てる
特别许可	特許
特产	名物・名産
特大	ジャンボ
特点	特徴・癖
特定	規定
特级	特級
特级厨师	特級調理師
特价品	バーゲン
特快列车	特急電車
特色	カラー・独自
特殊	スペシャル
特殊关系	コネ
特意	わざと・わざわざ
特有	固有・独特
特长	特技
特征	特徴・特色
疼爱	かわいがる・可愛がる
